内容总时长:2小时34分钟[00:05 - 00:06] 喂喂喂。
[01:32:25 - 01:33:23] 然后那个周一完了过后，我周一结束过后，我马上又连开了两天的那个直播，就是给弟子们说，我说这个高，如果冲高的话，拿不住。就是其他的你都可以减一减，比如说 CPU 光模块啊，这些你都可以先先减一减，因为如果你拿不住，有钱，反正任何时候都是卖点，无无所谓。我说但是半导体材料跟小金属就是拿着，先你出一半，剩下一半就不动了，我说就拿着，就一直格局就完事了。然后今天小金属板块仍然是涨幅当中最最最好的啊，就我没有建长群，我是我是在建长直播当中说的。当每天就是3点钟结束，我就开了两天直播，因为我就怕弟子们有些时候理解错我的意思，我当天开了两次直播，在直播当中给大家说的，我没有舰长群啊，没有舰长群。所以说大家不要问啊，问问我就是亏钱的啊，但老蒋也是真的亏钱的，但他也赚了一些了，现在。哎，对了，我问你个问题，你年底的时候，你觉得你能回本吗？

[01:33:25 - 01:33:35] 我还真觉得我能回本，我现在对老登的看法比较乐观。完了，你觉得我疯了是吧？

[01:33:36 - 01:33:38] 哎呀，我也不是，但是我是觉得。

[01:33:38 - 01:33:40] 就是说我我对老登真比较乐观。

[01:33:40 - 01:34:03] 我我我现在我有一个最大的一个问题就在于这个地方，就是现在这个科技它它这么走的话，它我主要是有点看不清楚，就是说你看我你看我们炒股的就是这样，殚精竭虑，就是明明明明他妈的其实都没必要，但就要去猜测妈妈队是怎么想的。主力机构是怎么分析的？这个位置到底要干什么？我操！

[01:34:04 - 01:34:22] 不是，但你在A股你也只能你也只能分析这些啊。不是，是不不也不是也不是不是这意思啊。但是我的意思是你此时此刻再去炒科技，那不就是只能分析这些吗？你还分析啥呀？分析业绩啊，分析市销率啊。

[01:34:22 - 01:34:32] 但是你有没有觉得，就是说如果半年报出来过后，就是基本上就要分化了，就是业绩不好的。就要被抛弃了，然后大家还是会。

[01:34:32 - 01:34:49] 我觉得一定是啊，我觉得是这样啊，就是科技里面我们看一下现在这几个，怎么说呢？就是现现在这几个所谓的方向，我觉得从今年年初不，也不是从今年年初过去两个月主要炒的是什么？主要炒的是卡脖子逻辑，对不对？

[01:34:50 - 01:35:34] 嗯，就是说他可能是一个很小的公司，或者他是一个很小的板块，比如说电子部或者比如什么液冷或者什么这这这这那的，然后因为卡脖子。所以它短时间内能够涨价，涨到涨到疯，然后再加上扩产能，然后这个票子有可能就是往上这个三倍、五倍甚至更高，比如七八倍往上走。但是呢，就至少翻倍吧。但是我觉得这个逻辑是纯伪逻辑，就我觉得这个这个卡脖子的方向是最危险的。嗯，就是科技一旦回调，它是它是最危险的，因为这些东西本质上是一文不值的。嗯，它本质上和光伏没有任何区别，它并没有那些出类拔萃的技术。

[01:35:34 - 01:35:36] 那这个是这个是肯定的。

[01:35:36 - 01:36:03] 这个都不用说，这个你要去掉这些东西，它就是特别普通的某个产业链中的制造业公司。说实话，我觉得给个25倍的PE就算很给面子了。然后他现在到了，比如说100P E120P E，那也就意味着他一旦往下杀，就是往下腰斩是肯定不止的，百分之百是六七十的跌幅，甚至。更高，比如说88 15的跌幅都是有可能的，有些票子。

[01:36:04 - 01:37:06] 然后这个逻辑我认为很危险，但是那些真正有所真正有技术，而且有业绩，有一些规模带来的规模优势，包括有一些比如1.6T光模块这种比较比较硬的活，然后而且又跟英伟达这些公司是有这个业务往来的，我认为他们会成为比较硬的逻辑。然后呢，国产替代我觉得是一波一波的往上走，因为他和英伟达这些公司的关系是暧昧的嘛，就是本质上是一个竞争关系。但是呢，实际上在情绪上又绑定，就 ai 产业链整体往上突飞猛进，他们也会受益。所以我觉得他们是一波一波往上走，而且会比较受政策。所以在我看来就是呃下面的科技那个什么已经卡脖子，已经比较到鱼尾了，卡脖子什么时候它会崩塌，我认为是在三季报之前，机构就开始预期。就开始往下走了，你怎么看？所以我觉得分化是大概这个逻辑。

[01:37:08 - 01:37:53] 哎呀，但是嗯，哎呀，我是觉得就是，哎呀，我是觉得就是反正走到这个位置。就是。嗯，我觉得可能科技不管怎么说，就是我们在 a 股上，就是先不说业绩跟逻辑的事情了，这个东西，a 股本来就挺抽象的，本来这个炒这些概念，大家都知道这情绪面跟这个资金共振面，有些时候这个 aa 股的这些主力们，他们其实也都是就瞎鸡巴乱整的。但是我是觉得就是我是觉得如果走到现在这个位置，就是说这么这么这么这么涨，其实。这么涨，我倒就是不，我其实不算踏空，兄弟们都觉得说我算踏空了，其实我都不算踏空。

[01:37:54 - 01:38:37] 嗯，但是就是因为我这个这个周一的时候，我其实是进了的嘛，而。且大姐的票，我们两个其实也吃到了的嘛，对吧？你包括那个那个票，对吧？那个票两个票都是吃到钱了的。其实其实我不算我不算踏空，但是我我在不算踏空的基础上，就是也相信科技是主线这个基础上，我仍然觉得就是目前这么走其实是不太合适的，就是这么走。就是呃我也相信，就是说这一波的这个这一波可能还会走很长一段时间，但是就看你就看现在的股民们扛不扛得住了啊，反正就是。

[01:38:38 - 01:38:50] 扛不扛得住，我觉得一定。我觉得扛至少现在扛不太住。所以可能反而要走很久啊，我是这么判断的。

[01:38:50 - 01:38:51] 嗯。

[01:38:52 - 01:38:55] 因为就是比如说最近up主群里已经癫狂了，对吧？

[01:38:56 - 01:38:56] 嗯。

[01:38:56 - 01:39:25] 但是我会认为现在这个时刻，因为刚癫狂没。多久？然后市场还是有很多看空的声音。在现在这个时候，如果比如跌个百分之三十，就会把大家吓跑。所以我觉得如果要是真的疯涨到大家都是就是不顾一切冲进来，跌也跌不跑，大家还会接盘，那还有一段距离。那可能真的我会觉得4000二是大家不会信的，就是你得到4500以上。才会有这种效应。

[01:39:26 - 01:39:41] 现在4200是一个非常大的一个压力位，你还记得吗？之前触碰了一下4200过后，直接就他妈的打回3900了。所以现在4200是一个非常有压力的一个位置，已经几次去尝试突破这个位置，但是都都没有。

[01:39:41 - 01:39:43] 没看到突破的迹象。

[01:39:43 - 01:40:10] 对，然后现在现在今天券商保险这么拉，然后明天是不是要去再碰4200？是不是要要涨，要信，就要让大家就要涨到你发慌，涨到你相信是不是就要直接带量冲破4200，然后直接让大家就是。彻底的相信，然后牛市的白领。如果说回碰4200又回落，然后在这个位置震荡，就感，那感觉今天这个拉的就没啥意义。

[01:40:10 - 01:40:29] 不是，你知道我怎么判断吗？饭总，我有一个自己独门判断，你说你说，纯纯自己琢磨的。 OK 我听一听。就是他如果拉上了4200。还是那个逻辑，但是是靠消费和房地产拉的。嗯，那我就会减仓。

[01:40:30 - 01:40:31] 嗯。

[01:40:32 - 01:40:55] 啊，就是这个逻辑，就是他要拉4200肯定是硬拉嘛，但是也不可能就是一直硬拉证券，因为那个太预感，就是那个太明显了，大家就会觉得很很很很很反常，对不对？所以我觉得他要是往上，比如说呃短暂的拉高某些老登，他拉的是消费，那那就是这个信号就是最不利的信号信号。

[01:40:55 - 01:41:04] 你你听没听过两个相反的那个观点，就是券商的启动是牛市的起手，还有一个观点是券商的启动是牛市的结尾。

[01:41:05 - 01:41:07] 我比较信是牛市的结尾。

[01:41:07 - 01:41:12] 你觉得券商的启动是牛市的结尾。但但是很很多人都。

[01:41:12 - 01:41:13] 觉得去年启动也可以啊。

[01:41:13 - 01:41:15] 券商的启动是流失的棋手。

[01:41:18 - 01:41:22] 有没有可能这一回事啊？就是当很多人相信他是棋手的时候，他就到了结尾啊。

[01:41:23 - 01:41:37] 而且我跟你说，我跟你说，老蒋以目前的现在的这个情况看。嗯，我觉得跌百分跌百分之三十，跌不走人。有大多多的事的人想在百分百分之三十那儿抄底，那如果大家都这么想的，那就不是底。

[01:41:38 - 01:41:41] 那你觉得现在大家有这么的狂热吗？

[01:41:41 - 01:41:47] 绝对哎呀，你你不你太低估现在大家科技的信仰了。因为科技。

[01:41:47 - 01:41:51] 是不是真得反思一下，我是不是有点，就作为作为一个新股民有点有点胆小。

[01:41:51 - 01:42:11] 你太胆小了。我现在身边这些新股民的声音就是，你敢跌我就敢抄，我他妈敢分批抄，你跌10%我就。进进一层跌跌百分之二十，我就进两层跌百分之三十，我进三层，你敢跌百分之五十，我直接说了。真的没没有没人怕的。

[01:42:11 - 01:42:24] 我在你那个你知道的那个up主朋友的群里，嗯，就啊。他的那个群里的散户们，就是普普通人们也也也已经癫狂了。

[01:42:25 - 01:42:32] 绝对癫狂了。你你你还说什么跌百分之三十，吓得走谁呀？跌百分之三十，谁都吓不走，现在。

[01:42:33 - 01:42:48] 我靠。呃，前一阵我不分享给你那个玩的那个2015模拟器吗？嗯，对，我有我有一些收获，因为那个下跌并那个下跌是暴跌，但是它那个反就在暴跌中的反抽其实是挺猛烈的。

[01:42:48 - 01:43:48] 没有，你你后面你没玩完，它15年暴跌完了过后，16年又在暴跌，但实际上互联网的泡沫并没有完全破裂，17年18年其实是狠狠的反弹了一波的。啊啊，就17年18年其实是互联网当时是没死的，就是2015年虽然下杀的很厉害，16年更是妈的熔，当时跌熔断了，然后当时更是就是一片哀嚎，但实际上17年18年就是又是魂兮归来了。就是不是，就直接就就就跌没了。就是互联网17年18年又魂兮归来了一波，然后是这一波下杀过后才彻底没声音了。然后在19年到20年的时候彻底走熊了，然后21年就是19202122都是走熊的，23年有复苏的迹象，24年机器人归来，25年航天归来，然后到今年半导体嘛，抢就不是归来了，那是英雄再临，哈哈哈。正正义出击，把英雄载雷。

[01:43:49 - 01:43:54] 哎，我我觉得散修宗弟子们可以是可以去玩玩那个东西啊。

[01:43:54 - 01:43:55] 那个对那个什么2015年。

[01:43:55 - 01:43:57] 我玩的巨爽，你知道吗？

[01:43:57 - 01:43:59] 饭总啊，你因为我觉得自己。

[01:44:00 - 01:44:16] 不不不不，我当时在想，你你在当时是多么的恐惧和无助，我心里就巨爽，哈哈哈哈。然后我还玩了俩剧本，还挺有意思，一个是玩大盘剧本，一个是玩指数剧本，一个是我玩中国中车剧本。

[01:44:17 - 01:44:29] 不是无助，是如临深渊，知道吧？我我在就想如临深渊，不是什么把无助绝望，如临深渊，如坠冰窖。

[01:44:30 - 01:44:32] 我当时想着你瑟瑟发抖的那个感觉。

[01:44:32 - 01:44:39] 我操堕入地狱，这什么妈绝望，这些都是都是小词语，那么如临深渊，如坠地狱。

[01:44:40 - 01:44:54] 哎，但是我真的能感受到那个东西，就是我我玩的那个中车那个剧本嘛，嗯嗯嗯，是真卖不出去，真卖不出去，卖个世界更无法卖出去。我靠，就是就直接跌停，咣咣咣就走。

[01:44:56 - 01:45:25] 完全卖不出去。你在吓人，你想一想，你。体验的是数据，就是你是每一天很快的，就是一秒钟就过了，对吧？它就是一天。我是完整的要经历从开盘到每一天，24小时的妈，十几天的折磨，就是每一天一开盘就跌停了，然后十几天的跌停，每一天都这种身心的折磨，每一天都是。大几十万大几十万的爹，我操，那真的是妈崩溃。

[01:45:25 - 01:45:39] 我操。那那个小程序就是一天就是一秒，嗯，所以玩完那个一个差不多也就几分钟就玩完一所以说经历过2015，我靠，你你经历的是连续好几个月的那他妈太折磨了，无法想象。

[01:45:39 - 01:46:44] 那真的，而且2016年又来了一波。哈哈，又来了一波，他妈又开始 a 杀了，那真的太吓人了，那真的就是，所以说我说现在新股民，就是说有一些新的进新股民进科技，真的不要去嘲笑那些老股民嘛，就是觉得他们有点弱什么的，这也没经历过绝望，真的。你没有，你真的没看，你没看过什么叫做大崩盘，大溃败，那是真的，你真的你没有体会过，所以说你不懂得什么叫做永远要控制回撤，你不懂得什么叫做永远要控制仓位。那是真的，跌的跌的真的是都看不到任何希望，真的是如临深渊，那每天都是，就是人都是恍恍惚惚的，妈，那个时候是真的有人在跳楼，你们都不知道真的有人在跳楼，因为那个时候是杠杆牛，你不像现在大家新股民们，哪怕就是跌，大家拿着闲钱进去，哪怕跌也扛得住。那个时候杠杆，哎，那你饭总，跌个跌个跌，你你50%的利润，跌个三个跌停板就平仓了，你以为能扛多久啊？

[01:46:45 - 01:46:48] 哎，你当时那还能干得下别的事儿吗？

[01:46:49 - 01:47:42] 啊，当时干不下来了，当时当时是真的，每一天就是那种就是就是就是浑浑噩噩，可以说就是就是你甚至当时。我想的只有一点，就是我是当时真想过，我说挣了这么多的钱，我操，老子从来没享受过，还他妈对自己这么紧巴巴的，然后他妈衣服也不舍得买好的，然后那个都已经赚了这么多钱了，然后就这么他妈的不不取出来。我当时就是从那个时候开始，我当时就想了一点，我说我不干了，我后面要是找回来我必须以自己的体验为第一位，就是喜欢什么就一定要买。喜欢享受就一定要享受当下，绝对不能在他妈的把这个钱当数字一样的玩了，挣这么多钱没意义，我操，又送回去了。妈，挣了这么多钱，妈意义在哪？我操，当时真的在当时真的在思考妈这个人生的意义了，就是妈的为啥呢？就他妈挣这么多钱，最终都是为了把钱还回去吗？哇。

[01:47:43 - 01:47:46] 真的，那你不是抵押的，你当然不抵押的房子吗？

[01:47:46 - 01:47:51] 哦，是在我是在那个那个那个补的仓。是16年的时候补的仓。

[01:47:52 - 01:47:56] 啊，所以那个那个并没有把房子给真的赔没是吧？

[01:47:56 - 01:47:57] 赔没了呀。

[01:47:58 - 01:48:01] 那就卖了是吧？就抵押了，回不来了。

[01:48:01 - 01:48:04] 就卖了，卖了，卖卖了，不是抵押了，卖了。

[01:48:05 - 01:48:06] 啊，你当时就卖了房子。

[01:48:06 - 01:48:07] 卖了卖了卖了。

[01:48:07 - 01:48:09] 把房子卖了，但也没负债。

[01:48:10 - 01:48:20] 就是归零了，归零了，没负债，归零了，就是那个就是一切就是归零在这声巨响了，就是曹格唱过嘛，让所有一切归零在这声巨响。

[01:48:20 - 01:48:36] 真的在这声巨响，说实话还稍好一点，说实话，因为你不是那个。嗯，就是比如说满仓满融，然后负了一点债之后，实在接受不了，你再去比如抵押房子，然后把自己唯一一套房子输没的那种状态。

[01:48:38 - 01:49:28] 当时其实已经是那种，就是其实我说要是今天有当时那个心态的话，科技我们也赚钱了。其实当时现在有很多人就是满仓科技，实际上是因为前面科技在跌，他在上一上，比如说上一个下跌的点买了过后，就第二天又跌了，他跌急了，他直接说这妈的管你三七二十一，日妈跟你爆了，然后跟你。满仓了，给你爆了，然后直接满仓了。结果这是赌赢了嘛？我有几次就是卖的时候，就相当是不管三七二十一，老子有本事给我跌到2500点，老子给你爆了。哎呀，就买了，结果哈哈哈，真的没想到科技它真不套人啊，它好多这个真的是好多散户，它其实是科技买进去买到高点了，下跌过后直接心里急了，然后直接又去补仓补满了，然后他想着想的就是跟科技爆了，跟主力爆了。

[01:49:28 - 01:50:03] 结果但我现在有点能理解，我现在有点能理解，因为我前一阵不还玩那个盘感模拟器嘛，啊，我没跟你说是吧？就有那种APP，它就是把那个代码给你抹去，然后你就你就往下玩。我发现就是当你玩那个模拟盘的时候。呃，在你感觉准的时候，就是应该在下跌的时候，用比较重的仓位搏一下反抽，然后有可能里面就能平回来。对。你挣钱的时候，你得急了，你才敢这么干。你不急。

[01:50:03 - 01:51:33] 不敢真的要急，你相信我真的要急，人就是真的满仓的时候，其实满仓的很多动机都是急了，跌急了，真的跌急了，然后不管三七二十一，他妈直接说了，满了，我太了解了，就很多那种满仓的，真的是因为跌的原因，跌急了。你比如说那个我之前给大家讲的那个，就是我给大家讲小金属板块的时候，那个云南叉叉，我有一个朋友，就是当时他是就是90块的时候进的，然后一直往下跌，我他妈真跌急了，然后其他人都不敢补，因为其他是小仓位，他是半仓进的，进了过后跌到当时跌到就是70多，跌急了，妈跌跌了跌了15个点，妈真给他跌急了。因为他这半仓他仓位挺重的，真的他妈跌急了，然后他在75的时候直接跌急急了，日妈直接缩了，但是其他仓位比较轻的就拿着没敢动，也不敢加仓，因为他们不敢也不敢加。仓现在100了现在100百了一百一了啊我跟他说一说似乎还要往上涨现在一百一了笑麻了而且现在都还没减仓笑笑稀了天呐我操天天在群里面发红包而那些而那些就是小仓位似的不敢加仓的虽然赚了点钱但不多都捶胸顿足然后我其实是了解他的心态的他并没有说看懂了这个事到他既没有看懂小金属板块他也不知道这个板块为什么他没办法了他也没有基本面但是现在不一样了呀现在赚到钱说什么都是对的呀。

[01:51:33 - 01:52:07] 现在群里面开始疯狂的讲当时他的心态了，啊，我是怎么研究的，我知道他要涨，其实跟我说的时候根本就没有，跟我说的时候就是给我说的是跟我当时发微信的时候直接说我操你妈说了，哎呀，不管了，妈的说了，不看了，卸载 APP 老子直接说了，还要再跌的话，老子直接直接就他妈贷款再干了，就就这种急了。那哪有什么，就赌，开始开赌了，直接。但是是因为赌赢了嘛，那么科技没套人，直接给他拉上去了。那万一又套住了呢？他又贷款去梭哈，那么人生直接就没了。

[01:52:08 - 01:52:39] 然后但现在就不一样了，现在直接就是小金属专家了，现在已经是零化验专家了，在群里面疯狂的分享当时自己的心理状态了。所以说这个股市就是这样，很很有意思的，就人性展展现一的一览无余。其实根本他当时就是急了，所有的哪有什么分析嘛。然后但是现在不一样了，现在是磷化岩专家啊，说我当时就知道，哎呀，跌是洗牌，技术我已经看出来了啊，那小金子板块现在跌到这个位置，我早就懂了，然后群里面都在说，哦哦，好厉害好厉害，我操，大佬带带我，我操。

[01:52:39 - 01:53:16] 嘿嘿嘿嘿嘿。是，所以我现在是觉得，嗯，怎么说呢？就是最终，没有没有对的，就没有对的方法，你只有按照你就你的，我现在是这么觉得啊，就是炒关于炒股这个事，就是首先你得有一套逻辑上或者数学上能够自洽。交易方法，不管他是到金字塔，还是跌破哪个，就是展仓走，还是右侧交易还是左侧交易都可以，但你首先得有一套方法，然后最关键的可能是那个纪律。可能就这两，可能这两件事是最关键的。

[01:53:17 - 01:54:19] 啊，对，就是那个，最最容易亏的是什么呢？是你在那个系统下，你没有掌握纪律，然后你违反了自己纪律之后，又换了一种方法，这是最有可能亏最多的。就比如说我在网上看，就是比如说在在在在在这个碳酸锂下跌的过程中。有一有一类人的方法就是他在下跌到某一个支撑位的时候，他就逐步减仓嘛。然后减到比如说下跌了呃碳酸锂这一波下跌了25%差不多。他在下跌10%的时候，其实仓位就很低了，因为他已经逐渐的在这砍了，然后等于他下跌的后10%多，他就没吃到那个亏损嘛。然后他在做右侧交易，这个就非常理性。就我非得等他各种指标，比如站上了五日线或者站上了十日线，我再重新做右侧交易，这个就是合理的，因为他最后那一段亏损没吃掉。但很多人的问题，包括我我也我在这上也犯了这个错误，就是往下跌的时候我是不断的补仓的。

[01:54:19 - 01:54:38] 我操，我触发量化了，老蒋，月末了，老子触发量化了。我现在我他妈散修中又涨停了，我这边现在啊触发量化了，触发月底那个舰长续费了，触发月底舰长续费，我涨停了，我现在我现在他妈已经。

[01:54:38 - 01:54:39] 给你开店长是吗？

[01:54:40 - 01:54:57] 对，他们那个不是，他们是月底自动续费，我有舰长是开的自动续费，现在触发量化了，现在他妈涨停了，我现在我都哈。哈哈哈，我操，直接直接，现在对，现在直接全在第一了，涨停了，我操，直接走，哈哈哈，触发月底量化了。

[01:54:57 - 01:54:59] 我操。你有多少舰长呢？

[01:55:00 - 01:55:02] 现在我两千。

[01:55:03 - 01:55:07] 哦，我触发量化了一个月前的这个时候。

[01:55:07 - 01:55:42] 对对对对对对对对对对对对，他们是触发量化了，这边是触发触触发触发量化了。触发量化，我触触发量化了已经，但但第一了，但是我我其实我是觉得哈，就是。我我每一次，我现在有一个你肯定想象不到的地方，我经历过2015年过后，我在股市赚的钱，我今年必须花完。就是利润，我是必须花完的，挣，那你算去年没花完呀，你去年去不是去年真花不完，去年妈挣太多了，去年。

[01:55:44 - 01:55:47] 就如果挣的是小钱，就能花完的那种钱。

[01:55:47 - 01:56:09] 你就消费完，基本上都把都把它消化完，就是回馈给社会。因为我就是2015年那次过后，你不知道我那个时候我作为一个。我作为一个，就是。嗯，AAA那个就是我们的那个我们的那个标题的那个我们群里面标题的那个AA级。

[01:56:10 - 01:56:11] 啊啊啊啊啊。

[01:56:11 - 01:56:21] 我连他妈17块一碗的，我连我们那个东方财富广场底下38一碗的牛肉面我都舍不得吃，所有的钱都拿去补偿了。

[01:56:21 - 01:56:24] 你说在涨的时候还是在跌的时候。

[01:56:24 - 01:56:56] 跌的那个涨的时候也是也舍不得，就是那个那个东方财富广场底下，就是底下它有那种买卡嘛，以前的那时候那种一一次性的卡嘛，你知道噻。就在王府井，东方财富广场就在王府井啊。然后东方财富广场，我们公司在东富广东昌东方财富广场上面，然后底下它有那个一站式的吃饭的地方，它是那个牛肉面是38块钱，我都舍不得吃，我他妈每天都要走走他妈走走一公里去吃嘛，兰州拉面吃了15块钱兰州拉面。然后衣服也不舍得换，然后等你买。

[01:56:56 - 01:56:59] 淘宝这一轮完全过去之后，就觉得不可理喻是吧？

[01:57:00 - 01:57:09] 完全不可理喻，我觉得我是我是个傻逼。我当时真的是真的觉得自己是个，我当时真的是说的，我当时真觉得自己是个傻逼天呐。

[01:57:10 - 01:57:16] 就你连志得意满的时候，那个那个嚣张都没体验过，纯他妈挨打。

[01:57:17 - 01:57:50] 唯一体验的就是，哎呀，就是真的，我他妈当时我真的觉得自己是个纯粹的傻逼天呐。我说为什么何至于此啊，天呐！知道谁敢相信一个妈这种这种资金体量的人，已经是我们群里面的那个资金体量了。这随便，当时我随便提一半出来，哪怕清一半的仓，我他妈衣食无忧，那随便去任何地方乱耍乱乱玩，我被钱花不完，我操，我他妈的连他妈438块钱牛肉面我都舍不得吃。

[01:57:50 - 01:58:13] 我他妈的，这个东西真的是，我我我最近这几个月真的是领悟到他放大人性的贪婪和恐惧。这个。没体验过的人真是不知道，我我觉得咱们俩认识这么多年了，你是不是觉得我不算一个很贪婪的人？其实不是，其实不是，但是股市股市真的就让人。

[01:58:13 - 01:58:18] 我对，我真的觉得你其实算是一个贪婪的人。就是我。

[01:58:18 - 01:58:21] 对，因为我我不入股市之前也算一个贪婪的人。

[01:58:22 - 01:58:32] 你不入股市之前，我其实觉得你是那种，就是那种，就是还是愿意为很多确定，就是为一个比如说40%的机会愿意去赌的一个人。哦。

[01:58:32 - 01:58:43] 因为我不是通过你。两码事，饭总，就是我是一个有赌性的人，我一直知道。啊，但是我不是一个贪婪的人，就我不是说我非得我非得要特别多的钱。

[01:58:44 - 01:58:45] 哦，对对对，这个是这个是对。

[01:58:46 - 01:59:22] 确实。嗯，两码事，但是他股市就是既放大了我的。我的我的赌性，同时他又让我变得从不是很贪婪变得贪婪。就很可怕。所以就是我我我不跟劳红去打辩论赛嘛，这几天，我们对我们我们俩还聊这个问题，就我有时候也在想，比如说啊，比如说我现在可能比如已经有100万了，然后假设我今年比如说就疯了，我今天赚到了500万。你说我的生活能有质的改变吗？其实没有。

[01:59:22 - 01:59:24] 没有没有真没有。

[01:59:24 - 01:59:33] 我我我我还没想这么过日子，就是真的没有。一百万到两千万，我肯定会生活不一样，对吧？但你说一百万到我对我图什么呢？

[01:59:33 - 01:59:47] 一百万到五百万，对你的生活真没有什么质的变化，没没什么质的变化，我还是这个消费的感觉。你切记，阶层，我 AA叉的时候，我都还在吃十五块钱的兰州拉面，你切记。

[01:59:47 - 02:00:30] 哈哈哈，是啊，所以所以最近，你知道饭总，我现我觉得我现在有点到一个新阶段的感觉了，因为我现在盯盘，你你发没发现我最近很少在盘中疯狂跟你分析了，哎，对。对，确实，我现在盯盘每天能做到就看三四次了。就一整天，我上午可能看个两三回，下午可能看个两三回，就这样了。因为我现在感觉就相对淡然一些了，就没有，所以我现在也不会那么 formal 了，因为感觉比如说一个股票能赚10倍，它跟我的关系也没有那么密切。就是，对，啊，就没赚着就没赚着了。所以我我我隐约感觉到有点要突破的意思。因为对这个事儿没有那么在乎了。

[02:00:30 - 02:00:52] 而且我跟你说，真的就是哪怕是当时我感觉就算是给到我哈，就是我我当时赚的钱后，我我我彻底的就是清了。但是你知道吗？他其实对我的生活也不会有特别大的变化，可能就是车换的好一点，然后。不在北京买一个好的房子，但对我的生活是没想变化。

[02:00:52 - 02:01:10] 但咱俩不一样，我咱俩不一样，就是我比如说挣到了五百万，我这辈子也没有财富自由，你。是本来也有点接近财富自由，挣完了以后也无非就是财富自由，你也不能说我就是豪车别墅想买什么买买什么，你也没法跨越到那个阶层。

[02:01:10 - 02:01:11] 那那肯定对。

[02:01:12 - 02:01:30] 也进入不了那个。而对于我呢，我现在本来也是，比如说小钱旅游，小的消费，我本来也是不需要考虑太多。嗯，然后500万我也没法这辈子就退休，所以咱们俩都是卡在不同地方的，其实对生活质量没有什么太大改变的那种感觉。

[02:01:30 - 02:02:13] 我明白了，我其实当时是因为我知道我当时为什么没有了，我觉悟太低了。我当时就是因为把我困在金融行业了，我我觉悟太低了，我要是有现在的觉悟，我当时真清仓了。我要把所有的钱回馈社会，我要疯狂的投资实业，我要相信那个习习大大说的一句话，习大大这次是言，就是说了这句话的永远要记住，实业的发展才是强国的唯一出路，就是实体经济的发展。还是强国的唯一出路，我格局低了。我当时要是有我现在这个格局，我他妈真清仓了，我他妈把钱拿出来疯狂投资实业，疯狂的为你那时候没开始建设投资实业呢，没投，完全没投，当时觉得投资实业的是傻逼。

[02:02:15 - 02:02:15] 哦。

[02:02:16 - 02:02:21] 哦所以你当时钱其实只有各种等于各种呃怎么说呢？

[02:02:21 - 02:02:37] 金融投资啊，对对对，这当时资很多对。但是当时其实我为什么没有我的财富没有完全归零，是因为我还有一部分钱当时在信托里面。还是留了一些包包底的钱的，就留了一些足以翻身的钱的，不是说完全说了。

[02:02:37 - 02:02:40] 股市是那哪部分很疯狂吗？对。

[02:02:40 - 02:02:50] 股市是里面放了大概自己资产可能是3/4都在里面，然后有1/4，你不还融了吗？啊，融了呀，所以平仓了呀。

[02:02:51 - 02:02:59] 不是我的意思是你融了之后，嗯，不是不是是这样，就是你融了之后，嗯，你的仓位是多少？就不是四分之三了吧，就得有一。

[02:03:00 - 02:03:44] 啊，对对对对对对对对，差不多。啊啊，对，是的是的。那次反正反正最后所以最后房子那边出了过后，就是202016年又去补了嘛，补了过又挨打了呀。然后那次挨打过后，妈彻底心灰意冷了。然后11七年、一18年反弹就是无所谓了，那个时候心态就是无所谓了，你他妈爱反，我也知道这个位置其实也跌不下去了。我也知道这个位置跌不下去了，我也知道我其实我还有部分钱，对我我知道这个位置已经接近接近于零点了，我也知道我把我那部分钱就是放进来，我有我是有机会就是还能就是在这个反，还能吃一波的，我是知道的，但是那个时候真的心灰意冷，就真的不想玩了。

[02:03:44 - 02:03:59] 不玩了，其其实我有点，我我我觉得虽然我没经历，但是我有点能体会，就比如说啊，假设我这100万，呃，假设比如我跌到了8万。然后我觉得那个机会真到了，我可能就觉得没意思。

[02:04:02 - 02:04:26] 就是啊，对，真的，我是当时真的觉得没啥意义，我就清了，亏着也清了。但是然后当时只留了一个票，那个票是亏的，也是妈都不认识的，也是我范菊霞给的一个票，这个彩秋东弟子都知道是哪个票，只留了那只票，因为那只票跌的太狠了，就舍不得割了，放里面跟妈的，就就看他要做什么妖。后来呢？后来这支票也没有涨回去啊，这支票最后也就4块。

[02:04:27 - 02:04:29] 你当年买中车了吗？传奇中车。

[02:04:32 - 02:04:33] 为为什么没有。

[02:04:33 - 02:05:14] 中车当时太火了，我还是基本的基本的，我的这个这个这个雷达还是在作响的，没买中车哦哦哦哦哦。然后然后那个呃后来就是清了过，就是不想玩了。虽然17年18年后来就是互联网有反弹了，但是就这个股市又反弹了一波，就是不想玩了，就无所谓了，你爱他妈爱涨涨，爱跌跌，哎呀，你们自己玩去吧。当时其实想的就是不不玩。就是彻底的跟股市说拜拜了，哎，就他妈的就这样吧。但是就最后妈的，20年我又回来了，20年不知道为啥回来了，当时好像是什么原因。

[02:05:14 - 02:05:19] 哎，你哎，你那波白马你挨打了呀，你没挨打吧。

[02:05:19 - 02:05:21] 应该哪个啊？

[02:05:21 - 02:05:25] 白马那一波呀，什么海天酱油，嗯。

